student_id,subject_id,teacher_id,exam_1,exam_2,exam_3,attendance,final_score,date
STU_b956cb9a,SUB_MAT_392,TCH_7602e517,53.75,56.82,87.03,10,65.87,2025-10-07
STU_b956cb9a,SUB_BIO_910,TCH_fc41ed5e,83.99,87.07,55.54,8,75.53,2025-02-23
STU_b956cb9a,SUB_PHY_117,TCH_fc41ed5e,51.35,78.21,69.55,10,66.37,2025-06-05
STU_56365e37,SUB_CHE_148,TCH_61765dbd,71.12,95.74,88.83,8,85.23,2025-11-10
STU_56365e37,SUB_BIO_910,TCH_7602e517,98.92,60.76,92.47,9,84.05,2025-07-01
STU_56365e37,SUB_COM_142,TCH_fc41ed5e,64.75,67.29,54.79,8,62.28,2025-08-26
STU_56365e37,SUB_ART_886,TCH_59cac908,99.52,51.52,65.66,8,72.23,2025-06-17
STU_56365e37,SUB_HIS_105,TCH_2b2625e5,80.55,64.25,79.79,7,74.86,2025-03-26
STU_5f1bc418,SUB_CHE_148,TCH_b0dd4864,75.54,78.77,87.89,8,80.73,2025-02-20
STU_5f1bc418,SUB_BIO_910,TCH_7602e517,56.54,89.91,73.81,8,73.42,2025-10-19
STU_5f1bc418,SUB_PHY_117,TCH_b9608476,74.43,93.69,75.76,8,81.29,2025-10-08
STU_1d709d9a,SUB_ENG_307,TCH_2b2625e5,92.18,86.91,62.53,7,80.54,2025-08-21
STU_1d709d9a,SUB_PHY_117,TCH_7602e517,98.2,53.81,69.25,7,73.75,2025-03-03
STU_1d709d9a,SUB_HIS_105,TCH_b9608476,79.2,93.45,87.8,7,86.82,2025-11-17
STU_1d709d9a,SUB_COM_142,TCH_29eb2101,75.52,85.23,63.13,5,74.63,2025-08-29
STU_355b044c,SUB_CHE_148,TCH_82b5b2da,92.67,75.07,57.09,8,74.94,2025-04-14
STU_355b044c,SUB_PHY_117,TCH_61765dbd,55.11,69.09,50.88,7,58.36,2025-07-08
STU_355b044c,SUB_ART_886,TCH_7602e517,97.53,79.59,72.31,9,83.14,2025-09-16
STU_355b044c,SUB_MAT_392,TCH_fc41ed5e,50.26,97.16,80.63,7,76.02,2025-01-23
STU_355b044c,SUB_BIO_910,TCH_be7faa8a,67.13,88.45,99.22,8,84.93,2025-08-24
STU_9d5d22d6,SUB_COM_142,TCH_be7faa8a,90.44,76.86,86.93,5,84.74,2025-01-10
STU_9d5d22d6,SUB_ART_886,TCH_59cac908,90.0,51.71,88.34,10,76.68,2025-02-16
STU_9d5d22d6,SUB_MAT_392,TCH_7602e517,73.98,63.91,67.27,8,68.39,2025-03-28
STU_6cf5f862,SUB_MAT_392,TCH_2b2625e5,65.8,91.23,56.72,9,71.25,2025-06-10
STU_6cf5f862,SUB_BIO_910,TCH_b9608476,96.9,55.71,80.97,8,77.86,2025-01-31
STU_6cf5f862,SUB_HIS_105,TCH_fc41ed5e,87.29,70.26,78.76,8,78.77,2025-07-18
STU_6cf5f862,SUB_COM_142,TCH_59cac908,96.28,90.95,78.19,7,88.47,2025-06-03
STU_6cf5f862,SUB_ENG_307,TCH_b9608476,91.64,81.04,90.03,9,87.57,2025-02-02
STU_b8ce1107,SUB_PHY_117,TCH_2b2625e5,86.14,51.38,54.91,9,64.14,2025-04-22
STU_b8ce1107,SUB_COM_142,TCH_82b5b2da,99.9,73.53,95.74,10,89.72,2025-05-25
STU_b8ce1107,SUB_BIO_910,TCH_82b5b2da,93.15,84.37,71.01,6,82.84,2025-09-20
STU_b8ce1107,SUB_ART_886,TCH_2b2625e5,55.49,93.9,65.81,7,71.73,2025-05-16
STU_7a9862c7,SUB_CHE_148,TCH_fc41ed5e,64.4,74.28,56.04,6,64.91,2025-04-25
STU_7a9862c7,SUB_COM_142,TCH_7602e517,74.87,90.03,98.98,7,87.96,2025-06-12
STU_7a9862c7,SUB_ENG_307,TCH_2b2625e5,58.25,95.45,85.52,9,79.74,2025-04-05
STU_7a9862c7,SUB_HIS_105,TCH_2b2625e5,68.69,75.92,78.31,9,74.31,2025-05-27
STU_7a9862c7,SUB_ART_886,TCH_29eb2101,58.81,83.08,71.43,9,71.11,2025-08-14
STU_808ec830,SUB_ART_886,TCH_61765dbd,72.49,65.33,64.92,8,67.58,2025-02-23
STU_808ec830,SUB_COM_142,TCH_29eb2101,70.73,50.77,92.77,8,71.42,2025-06-19
STU_808ec830,SUB_MAT_392,TCH_b9608476,69.22,98.02,87.71,9,84.98,2025-06-07
STU_cd9ee678,SUB_CHE_148,TCH_b0dd4864,91.29,60.26,88.88,9,80.14,2025-08-19
STU_cd9ee678,SUB_ENG_307,TCH_be7faa8a,91.66,58.36,59.7,6,69.91,2025-11-20
STU_cd9ee678,SUB_MAT_392,TCH_7602e517,50.68,82.14,81.07,10,71.3,2025-09-04
STU_f3de4d0c,SUB_COM_142,TCH_59cac908,61.6,89.55,70.21,5,73.79,2025-05-02
STU_f3de4d0c,SUB_ENG_307,TCH_82b5b2da,90.24,68.23,95.77,7,84.75,2025-04-23
STU_f3de4d0c,SUB_PHY_117,TCH_82b5b2da,93.17,88.7,88.02,10,89.96,2025-05-20
STU_f3de4d0c,SUB_MAT_392,TCH_59cac908,59.25,85.67,70.73,8,71.88,2025-01-24
STU_f3de4d0c,SUB_CHE_148,TCH_be7faa8a,75.91,55.97,54.08,10,61.99,2025-02-21
STU_dd755ecc,SUB_HIS_105,TCH_59cac908,86.41,62.38,60.69,7,69.83,2025-02-25
STU_dd755ecc,SUB_ART_886,TCH_82b5b2da,57.17,76.38,55.16,9,62.9,2025-02-07
STU_dd755ecc,SUB_ENG_307,TCH_b0dd4864,67.05,52.14,80.36,9,66.52,2025-03-01
STU_dd755ecc,SUB_COM_142,TCH_fc41ed5e,62.52,96.63,98.0,8,85.72,2025-03-23
STU_20de2c74,SUB_CHE_148,TCH_61765dbd,51.33,50.62,52.47,6,51.47,2025-03-13
STU_20de2c74,SUB_HIS_105,TCH_2b2625e5,89.32,75.67,56.29,8,73.76,2025-10-13
STU_20de2c74,SUB_PHY_117,TCH_82b5b2da,84.73,73.64,81.1,7,79.82,2025-01-18
STU_3b091c93,SUB_ENG_307,TCH_82b5b2da,77.67,71.36,56.25,9,68.43,2025-01-22
STU_3b091c93,SUB_HIS_105,TCH_fc41ed5e,88.76,62.1,70.48,6,73.78,2025-08-04
STU_3b091c93,SUB_PHY_117,TCH_b9608476,50.28,74.15,71.03,8,65.15,2025-03-19
STU_3b091c93,SUB_CHE_148,TCH_61765dbd,58.23,72.64,82.18,7,71.02,2025-01-09
STU_3b091c93,SUB_COM_142,TCH_59cac908,55.23,85.15,96.15,8,78.84,2025-06-05
STU_e6b93792,SUB_ART_886,TCH_b9608476,78.95,58.99,53.45,5,63.8,2025-08-30
STU_e6b93792,SUB_CHE_148,TCH_b0dd4864,80.49,83.44,57.19,9,73.71,2025-08-26
STU_e6b93792,SUB_BIO_910,TCH_7602e517,90.13,93.99,96.04,9,93.39,2025-04-13
STU_e6b93792,SUB_COM_142,TCH_b9608476,60.44,77.98,79.88,8,72.77,2025-07-08
STU_e6b93792,SUB_PHY_117,TCH_2b2625e5,72.12,94.93,96.94,7,88.0,2025-02-07
STU_92113ff1,SUB_ENG_307,TCH_7602e517,58.18,86.81,68.61,8,71.2,2025-10-17
STU_92113ff1,SUB_ART_886,TCH_59cac908,87.04,83.76,85.09,7,85.3,2025-06-30
STU_92113ff1,SUB_MAT_392,TCH_b9608476,98.72,73.67,54.62,9,75.67,2025-01-10
STU_7fd104f3,SUB_MAT_392,TCH_b9608476,89.72,60.78,59.02,7,69.84,2025-09-04
STU_7fd104f3,SUB_ENG_307,TCH_82b5b2da,59.71,71.95,65.59,10,65.75,2025-05-14
STU_7fd104f3,SUB_BIO_910,TCH_82b5b2da,83.13,97.62,69.82,6,83.52,2025-06-18
STU_7fd104f3,SUB_CHE_148,TCH_61765dbd,88.22,91.52,66.88,9,82.21,2025-05-20
STU_27d47f32,SUB_PHY_117,TCH_b9608476,59.17,55.04,83.73,8,65.98,2025-01-29
STU_27d47f32,SUB_ENG_307,TCH_b9608476,73.57,67.73,59.55,9,66.95,2025-08-16
STU_27d47f32,SUB_COM_142,TCH_61765dbd,77.76,63.71,60.62,9,67.36,2025-05-11
STU_27d47f32,SUB_BIO_910,TCH_be7faa8a,63.61,70.96,90.14,8,74.9,2025-06-23
STU_27d47f32,SUB_HIS_105,TCH_59cac908,82.25,96.69,98.93,9,92.62,2025-09-15
STU_b3640251,SUB_COM_142,TCH_82b5b2da,87.47,53.76,74.4,7,71.88,2025-06-16
STU_b3640251,SUB_ENG_307,TCH_b9608476,67.94,59.98,83.71,7,70.54,2025-09-27
STU_b3640251,SUB_MAT_392,TCH_2b2625e5,65.0,74.46,53.83,6,64.43,2025-04-13
STU_b3640251,SUB_CHE_148,TCH_61765dbd,93.57,67.37,87.02,8,82.65,2025-06-22
STU_b3640251,SUB_ART_886,TCH_fc41ed5e,58.17,50.32,51.43,5,53.31,2025-10-04
STU_7f31c0d1,SUB_MAT_392,TCH_2b2625e5,70.9,83.91,70.51,9,75.11,2025-08-29
STU_7f31c0d1,SUB_HIS_105,TCH_7602e517,75.5,93.14,91.52,7,86.72,2025-07-30
STU_7f31c0d1,SUB_CHE_148,TCH_59cac908,89.09,67.29,79.36,8,78.58,2025-09-07
STU_7f31c0d1,SUB_ENG_307,TCH_fc41ed5e,59.36,96.64,83.73,9,79.91,2025-03-07
STU_7f31c0d1,SUB_COM_142,TCH_7602e517,96.36,60.98,58.32,9,71.89,2025-07-05
STU_0a312957,SUB_ART_886,TCH_b9608476,99.99,53.49,87.69,8,80.39,2025-07-11
STU_0a312957,SUB_BIO_910,TCH_2b2625e5,92.54,67.35,67.64,7,75.84,2025-06-24
STU_0a312957,SUB_CHE_148,TCH_fc41ed5e,95.04,58.51,92.83,7,82.13,2025-04-11
STU_3c5c7cbf,SUB_HIS_105,TCH_fc41ed5e,60.77,92.89,65.53,9,73.06,2025-02-12
STU_3c5c7cbf,SUB_COM_142,TCH_59cac908,79.01,58.09,86.95,9,74.68,2025-07-10
STU_3c5c7cbf,SUB_BIO_910,TCH_b9608476,79.4,84.81,61.79,9,75.33,2025-07-27
STU_b05bc2d4,SUB_CHE_148,TCH_b9608476,53.57,73.71,95.78,8,74.35,2025-06-26
STU_b05bc2d4,SUB_ENG_307,TCH_59cac908,97.47,88.99,98.04,7,94.83,2025-04-08
STU_b05bc2d4,SUB_MAT_392,TCH_7602e517,62.32,79.14,91.11,10,77.52,2025-08-30
STU_b05bc2d4,SUB_ART_886,TCH_b0dd4864,64.24,60.89,72.87,9,66.0,2025-10-25
STU_b3074ff2,SUB_ENG_307,TCH_b9608476,76.0,65.16,62.86,8,68.01,2025-11-04
STU_b3074ff2,SUB_ART_886,TCH_29eb2101,75.55,79.96,66.99,8,74.17,2025-06-22
STU_b3074ff2,SUB_HIS_105,TCH_fc41ed5e,69.78,87.69,66.72,6,74.73,2025-01-17
STU_b3074ff2,SUB_MAT_392,TCH_b0dd4864,56.12,81.65,95.53,9,77.77,2025-10-05
STU_ec767525,SUB_CHE_148,TCH_82b5b2da,53.31,50.05,87.26,6,63.54,2025-10-29
STU_ec767525,SUB_ENG_307,TCH_b9608476,51.81,61.95,82.66,9,65.47,2025-04-02
STU_ec767525,SUB_MAT_392,TCH_2b2625e5,69.86,53.83,51.33,9,58.34,2025-04-26
STU_ec767525,SUB_PHY_117,TCH_2b2625e5,90.78,78.68,57.98,7,75.81,2025-02-01
STU_ec767525,SUB_COM_142,TCH_61765dbd,95.06,67.39,72.61,7,78.35,2025-02-04
STU_fa9b3238,SUB_CHE_148,TCH_61765dbd,52.72,89.08,86.42,7,76.07,2025-01-04
STU_fa9b3238,SUB_MAT_392,TCH_7602e517,91.06,88.2,53.41,7,77.56,2025-09-16
STU_fa9b3238,SUB_HIS_105,TCH_29eb2101,54.98,89.51,61.56,8,68.68,2025-07-25
STU_fa9b3238,SUB_PHY_117,TCH_61765dbd,59.95,64.92,83.21,7,69.36,2025-09-18
STU_141fb171,SUB_ART_886,TCH_82b5b2da,71.01,81.24,55.13,8,69.13,2025-01-16
STU_141fb171,SUB_MAT_392,TCH_b0dd4864,90.45,84.37,53.94,5,76.25,2025-04-11
STU_141fb171,SUB_CHE_148,TCH_29eb2101,89.02,75.42,60.7,7,75.05,2025-07-25
STU_141fb171,SUB_COM_142,TCH_61765dbd,61.85,68.67,60.43,8,63.65,2025-09-06
STU_2071eb69,SUB_PHY_117,TCH_29eb2101,70.33,57.56,96.38,9,74.76,2025-01-31
STU_2071eb69,SUB_ART_886,TCH_82b5b2da,83.23,54.7,96.61,8,78.18,2025-05-07
STU_2071eb69,SUB_ENG_307,TCH_b0dd4864,66.66,62.27,86.35,9,71.76,2025-01-10
STU_353c49ec,SUB_COM_142,TCH_61765dbd,78.55,65.66,78.5,7,74.24,2025-04-28
STU_353c49ec,SUB_BIO_910,TCH_be7faa8a,89.24,92.49,82.18,6,87.97,2025-06-16
STU_353c49ec,SUB_CHE_148,TCH_59cac908,57.14,65.19,65.92,5,62.75,2025-10-04
STU_353c49ec,SUB_MAT_392,TCH_b9608476,86.53,94.09,58.26,10,79.63,2025-02-20
STU_f7e7667e,SUB_CHE_148,TCH_7602e517,53.47,76.09,98.79,8,76.12,2025-08-08
STU_f7e7667e,SUB_ENG_307,TCH_7602e517,86.55,55.72,69.78,10,70.68,2025-02-17
STU_f7e7667e,SUB_HIS_105,TCH_2b2625e5,94.6,91.19,77.17,8,87.65,2025-07-26
STU_f7e7667e,SUB_COM_142,TCH_fc41ed5e,58.03,53.97,55.75,10,55.92,2025-06-09
STU_58c4594a,SUB_BIO_910,TCH_2b2625e5,56.89,75.23,61.34,9,64.49,2025-03-28
STU_58c4594a,SUB_ENG_307,TCH_2b2625e5,92.25,77.42,74.25,7,81.31,2025-05-19
STU_58c4594a,SUB_MAT_392,TCH_59cac908,52.9,70.62,85.07,7,69.53,2025-06-20
STU_58c4594a,SUB_HIS_105,TCH_b9608476,91.72,71.2,55.99,10,72.97,2025-02-01
STU_58c4594a,SUB_COM_142,TCH_29eb2101,52.89,98.34,63.6,9,71.61,2025-01-19
STU_56c4ce67,SUB_ENG_307,TCH_7602e517,97.72,56.19,85.93,6,79.95,2025-10-30
STU_56c4ce67,SUB_CHE_148,TCH_b9608476,88.36,77.58,87.49,7,84.48,2025-08-29
STU_56c4ce67,SUB_PHY_117,TCH_7602e517,88.43,90.72,63.05,9,80.73,2025-07-26
STU_24cd4b61,SUB_MAT_392,TCH_2b2625e5,67.39,98.74,56.22,10,74.12,2025-03-13
STU_24cd4b61,SUB_PHY_117,TCH_29eb2101,74.12,50.47,95.22,8,73.27,2025-06-10
STU_24cd4b61,SUB_COM_142,TCH_fc41ed5e,67.8,69.0,73.35,4,70.05,2025-09-19
STU_24cd4b61,SUB_BIO_910,TCH_b9608476,76.62,67.28,97.75,8,80.55,2025-04-17
STU_24cd4b61,SUB_ENG_307,TCH_29eb2101,60.18,76.91,68.26,6,68.45,2025-06-21
STU_0ef05561,SUB_CHE_148,TCH_2b2625e5,98.95,80.34,51.95,7,77.08,2025-05-04
STU_0ef05561,SUB_MAT_392,TCH_b9608476,97.23,78.51,75.15,7,83.63,2025-07-06
STU_0ef05561,SUB_COM_142,TCH_be7faa8a,98.19,74.16,92.54,7,88.3,2025-01-18
STU_eeb51682,SUB_PHY_117,TCH_be7faa8a,99.31,56.72,62.5,5,72.84,2025-11-07
STU_eeb51682,SUB_ENG_307,TCH_59cac908,54.21,52.57,51.2,7,52.66,2025-04-16
STU_eeb51682,SUB_MAT_392,TCH_29eb2101,90.55,91.66,95.0,8,92.4,2025-01-14
STU_eeb51682,SUB_ART_886,TCH_be7faa8a,97.6,53.17,99.43,8,83.4,2025-10-06
STU_eeb51682,SUB_HIS_105,TCH_7602e517,76.31,66.76,57.1,10,66.72,2025-07-24
STU_34960c8f,SUB_BIO_910,TCH_fc41ed5e,78.85,71.22,58.37,6,69.48,2025-04-15
STU_34960c8f,SUB_PHY_117,TCH_61765dbd,99.77,60.62,63.47,6,74.62,2025-05-27
STU_34960c8f,SUB_ART_886,TCH_59cac908,76.54,95.07,99.36,8,90.32,2025-07-18
STU_435b665e,SUB_ENG_307,TCH_7602e517,51.79,57.03,99.22,9,69.35,2025-07-14
STU_435b665e,SUB_CHE_148,TCH_2b2625e5,62.53,51.94,51.21,9,55.23,2025-11-04
STU_435b665e,SUB_COM_142,TCH_82b5b2da,87.38,51.81,57.84,10,65.68,2025-03-10
STU_435b665e,SUB_PHY_117,TCH_b9608476,76.38,96.83,78.07,8,83.76,2025-03-25
STU_525b55d3,SUB_CHE_148,TCH_82b5b2da,85.89,68.16,91.31,8,81.79,2025-02-06
STU_525b55d3,SUB_PHY_117,TCH_fc41ed5e,58.19,78.18,82.77,7,73.05,2025-04-28
STU_525b55d3,SUB_COM_142,TCH_b9608476,74.94,66.21,63.01,7,68.05,2025-02-07
STU_525b55d3,SUB_HIS_105,TCH_2b2625e5,95.56,55.89,76.62,8,76.02,2025-08-11
STU_525b55d3,SUB_ENG_307,TCH_29eb2101,96.24,83.02,51.0,10,76.75,2025-03-22
STU_8bcf4b0f,SUB_CHE_148,TCH_b0dd4864,98.84,82.83,89.39,10,90.35,2025-08-09
STU_8bcf4b0f,SUB_PHY_117,TCH_82b5b2da,54.8,55.37,92.35,8,67.51,2025-09-06
STU_8bcf4b0f,SUB_HIS_105,TCH_61765dbd,98.86,80.42,94.31,10,91.2,2025-04-16
STU_8bcf4b0f,SUB_MAT_392,TCH_b9608476,64.69,84.57,69.76,9,73.01,2025-06-10
STU_002bb9c2,SUB_COM_142,TCH_82b5b2da,97.71,97.04,88.79,6,94.51,2025-01-29
STU_002bb9c2,SUB_PHY_117,TCH_2b2625e5,58.46,58.28,71.83,7,62.86,2025-01-05
STU_002bb9c2,SUB_ART_886,TCH_29eb2101,86.66,79.28,95.93,9,87.29,2025-10-19
STU_002bb9c2,SUB_MAT_392,TCH_29eb2101,50.09,70.26,94.33,9,71.56,2025-11-16
STU_2bed60fe,SUB_CHE_148,TCH_7602e517,76.01,69.92,84.34,6,76.76,2025-02-27
STU_2bed60fe,SUB_BIO_910,TCH_b9608476,91.82,58.62,52.97,9,67.8,2025-05-20
STU_2bed60fe,SUB_ART_886,TCH_be7faa8a,72.09,57.63,78.23,5,69.32,2025-09-26
STU_2bed60fe,SUB_COM_142,TCH_59cac908,66.13,51.2,59.27,9,58.87,2025-06-23
STU_2bed60fe,SUB_PHY_117,TCH_b0dd4864,80.12,78.7,71.81,9,76.88,2025-01-14
STU_ec6e00a9,SUB_COM_142,TCH_59cac908,70.57,55.47,55.39,9,60.48,2025-05-08
STU_ec6e00a9,SUB_CHE_148,TCH_b0dd4864,53.65,51.97,87.21,8,64.28,2025-08-22
STU_ec6e00a9,SUB_ART_886,TCH_7602e517,72.1,66.86,88.5,7,75.82,2025-07-31
STU_78925b84,SUB_BIO_910,TCH_fc41ed5e,56.67,85.66,92.31,5,78.21,2025-02-15
STU_78925b84,SUB_HIS_105,TCH_29eb2101,63.79,82.47,75.28,4,73.85,2025-09-16
STU_78925b84,SUB_MAT_392,TCH_be7faa8a,52.93,70.96,85.16,6,69.68,2025-08-29
STU_78925b84,SUB_ART_886,TCH_59cac908,98.68,75.12,88.11,10,87.3,2025-02-11
STU_2e217f3f,SUB_MAT_392,TCH_2b2625e5,58.23,65.61,55.7,9,59.85,2025-11-14
STU_2e217f3f,SUB_HIS_105,TCH_82b5b2da,87.25,76.01,56.44,9,73.23,2025-08-15
STU_2e217f3f,SUB_PHY_117,TCH_b9608476,74.84,69.92,53.58,9,66.11,2025-07-09
STU_c6c8dbe8,SUB_HIS_105,TCH_b9608476,73.17,82.53,83.51,8,79.74,2025-06-29
STU_c6c8dbe8,SUB_COM_142,TCH_29eb2101,75.55,55.11,59.24,10,63.3,2025-01-27
STU_c6c8dbe8,SUB_MAT_392,TCH_7602e517,55.72,83.27,50.41,5,63.13,2025-10-23
STU_e6afb634,SUB_PHY_117,TCH_59cac908,64.92,64.67,57.36,7,62.32,2025-07-26
STU_e6afb634,SUB_ENG_307,TCH_59cac908,66.73,69.17,64.62,10,66.84,2025-10-10
STU_e6afb634,SUB_COM_142,TCH_29eb2101,73.06,61.1,54.61,9,62.92,2025-11-16
STU_e6afb634,SUB_MAT_392,TCH_b9608476,71.44,83.58,57.89,9,70.97,2025-05-17
STU_64f128a5,SUB_MAT_392,TCH_29eb2101,90.07,57.18,64.9,10,70.72,2025-02-02
STU_64f128a5,SUB_HIS_105,TCH_29eb2101,71.65,96.48,51.33,9,73.15,2025-10-21
STU_64f128a5,SUB_ART_886,TCH_29eb2101,58.37,65.79,96.08,6,73.41,2025-01-23
STU_64f128a5,SUB_COM_142,TCH_b9608476,91.78,75.38,55.83,8,74.33,2025-07-01
STU_64f128a5,SUB_CHE_148,TCH_b9608476,91.36,74.47,58.47,9,74.77,2025-04-24
STU_657d4f70,SUB_COM_142,TCH_be7faa8a,75.64,59.99,62.32,10,65.98,2025-03-24
STU_657d4f70,SUB_MAT_392,TCH_61765dbd,78.32,84.65,83.3,9,82.09,2025-07-02
STU_657d4f70,SUB_HIS_105,TCH_be7faa8a,65.04,67.36,72.93,8,68.44,2025-05-04
STU_657d4f70,SUB_BIO_910,TCH_7602e517,88.71,73.8,50.68,8,71.06,2025-10-18
STU_7c43d4ce,SUB_HIS_105,TCH_2b2625e5,50.38,84.72,54.19,6,63.1,2025-01-30
STU_7c43d4ce,SUB_ENG_307,TCH_59cac908,88.91,91.94,78.3,7,86.38,2025-11-21
STU_7c43d4ce,SUB_CHE_148,TCH_b9608476,83.97,71.1,66.28,9,73.78,2025-05-23
STU_7c43d4ce,SUB_BIO_910,TCH_29eb2101,94.39,55.66,86.16,8,78.74,2025-10-16
STU_125622b4,SUB_ART_886,TCH_fc41ed5e,54.09,61.44,97.67,8,71.07,2025-10-06
STU_125622b4,SUB_CHE_148,TCH_fc41ed5e,57.58,77.58,66.49,7,67.22,2025-03-26
STU_125622b4,SUB_PHY_117,TCH_b0dd4864,86.94,82.85,99.68,10,89.82,2025-03-30
STU_125622b4,SUB_BIO_910,TCH_59cac908,67.89,59.66,63.45,10,63.67,2025-08-21
STU_125622b4,SUB_COM_142,TCH_29eb2101,68.66,67.04,78.79,7,71.5,2025-06-12
STU_c6ece42f,SUB_ENG_307,TCH_b9608476,78.01,77.31,70.56,8,75.29,2025-03-26
STU_c6ece42f,SUB_BIO_910,TCH_fc41ed5e,75.0,65.39,54.53,10,64.97,2025-04-03
STU_c6ece42f,SUB_HIS_105,TCH_b0dd4864,53.77,69.47,99.73,7,74.32,2025-05-02
STU_c6ece42f,SUB_COM_142,TCH_7602e517,81.58,54.76,87.0,7,74.45,2025-03-13
STU_c6ece42f,SUB_ART_886,TCH_7602e517,99.14,96.66,97.06,8,97.62,2025-10-11
STU_646fc37a,SUB_COM_142,TCH_61765dbd,50.3,56.49,51.57,8,52.79,2025-01-04
STU_646fc37a,SUB_PHY_117,TCH_7602e517,67.98,93.44,54.87,9,72.1,2025-06-16
STU_646fc37a,SUB_BIO_910,TCH_2b2625e5,72.82,76.03,95.21,9,81.35,2025-03-20
STU_646fc37a,SUB_CHE_148,TCH_7602e517,76.57,89.98,98.66,8,88.4,2025-03-07
STU_33b89636,SUB_ART_886,TCH_7602e517,79.6,64.48,70.19,8,71.42,2025-07-23
STU_33b89636,SUB_CHE_148,TCH_7602e517,56.92,74.92,93.06,7,74.97,2025-08-29
STU_33b89636,SUB_HIS_105,TCH_61765dbd,57.75,94.22,51.33,9,67.77,2025-03-24
STU_33b89636,SUB_PHY_117,TCH_be7faa8a,96.7,76.26,74.02,9,82.33,2025-06-23
STU_33b89636,SUB_MAT_392,TCH_b0dd4864,50.29,99.16,61.41,8,70.29,2025-06-13
STU_af56d0d6,SUB_BIO_910,TCH_2b2625e5,93.08,96.79,71.16,10,87.01,2025-10-23
STU_af56d0d6,SUB_ENG_307,TCH_2b2625e5,53.07,78.14,83.86,7,71.69,2025-08-01
STU_af56d0d6,SUB_PHY_117,TCH_fc41ed5e,65.19,59.95,65.0,8,63.38,2025-01-17
STU_af56d0d6,SUB_HIS_105,TCH_2b2625e5,83.05,80.61,52.98,7,72.21,2025-06-13
STU_f90d7e91,SUB_BIO_910,TCH_59cac908,78.83,50.41,58.77,8,62.67,2025-10-04
STU_f90d7e91,SUB_COM_142,TCH_59cac908,97.58,86.16,71.31,10,85.02,2025-09-12
STU_f90d7e91,SUB_HIS_105,TCH_82b5b2da,85.16,90.09,79.41,6,84.89,2025-05-02
STU_f90d7e91,SUB_CHE_148,TCH_fc41ed5e,93.53,86.35,56.57,9,78.82,2025-10-24
STU_bf90fd65,SUB_CHE_148,TCH_b0dd4864,79.96,92.62,69.57,9,80.72,2025-08-14
STU_bf90fd65,SUB_ENG_307,TCH_2b2625e5,84.18,62.58,67.46,8,71.41,2025-02-06
STU_bf90fd65,SUB_HIS_105,TCH_29eb2101,93.09,97.89,64.2,9,85.06,2025-09-05
STU_294afd49,SUB_ART_886,TCH_2b2625e5,82.72,85.94,84.89,8,84.52,2025-08-15
STU_294afd49,SUB_CHE_148,TCH_b9608476,75.21,69.83,85.91,7,76.98,2025-05-16
STU_294afd49,SUB_MAT_392,TCH_61765dbd,68.14,62.74,70.4,8,67.09,2025-08-18
STU_294afd49,SUB_BIO_910,TCH_b0dd4864,71.07,75.31,78.05,9,74.81,2025-04-12
STU_294afd49,SUB_COM_142,TCH_61765dbd,70.27,80.85,64.42,9,71.85,2025-08-08
STU_94fd2126,SUB_ART_886,TCH_be7faa8a,94.98,83.65,77.59,10,85.41,2025-09-24
STU_94fd2126,SUB_ENG_307,TCH_fc41ed5e,66.89,62.72,96.98,6,75.53,2025-06-30
STU_94fd2126,SUB_COM_142,TCH_b9608476,93.25,97.54,62.84,6,84.54,2025-04-20
STU_94fd2126,SUB_CHE_148,TCH_59cac908,64.39,65.82,71.3,7,67.17,2025-02-03
STU_a5402174,SUB_ART_886,TCH_b0dd4864,76.16,86.26,52.87,9,71.76,2025-06-02
STU_a5402174,SUB_HIS_105,TCH_fc41ed5e,81.17,86.96,98.84,9,88.99,2025-05-03
STU_a5402174,SUB_BIO_910,TCH_59cac908,78.33,69.57,89.65,7,79.18,2025-01-12
STU_a5402174,SUB_COM_142,TCH_b0dd4864,52.13,55.27,65.86,6,57.75,2025-09-23
STU_94b12350,SUB_COM_142,TCH_2b2625e5,77.31,61.69,77.21,8,72.07,2025-10-12
STU_94b12350,SUB_ENG_307,TCH_b0dd4864,93.87,60.43,76.8,8,77.03,2025-01-26
STU_94b12350,SUB_CHE_148,TCH_fc41ed5e,95.57,89.76,54.41,7,79.91,2025-07-22
STU_75a03b8f,SUB_COM_142,TCH_29eb2101,70.4,61.21,90.89,6,74.17,2025-01-05
STU_75a03b8f,SUB_ART_886,TCH_b0dd4864,57.97,53.01,61.79,9,57.59,2025-06-12
STU_75a03b8f,SUB_CHE_148,TCH_2b2625e5,72.46,66.96,55.11,8,64.84,2025-05-04
STU_4f644e62,SUB_CHE_148,TCH_82b5b2da,97.13,56.01,74.57,10,75.9,2025-05-07
STU_4f644e62,SUB_ENG_307,TCH_7602e517,67.01,97.65,74.87,9,79.84,2025-01-30
STU_4f644e62,SUB_ART_886,TCH_7602e517,84.41,70.88,58.28,9,71.19,2025-04-15
STU_4f644e62,SUB_BIO_910,TCH_b0dd4864,82.09,63.03,87.77,8,77.63,2025-09-22
STU_4f644e62,SUB_MAT_392,TCH_59cac908,80.85,58.2,93.6,7,77.55,2025-01-31
STU_48d8c3fd,SUB_CHE_148,TCH_29eb2101,72.47,96.94,83.7,8,84.37,2025-09-18
